PVPenetrationPercent,ControlStrategy,Time_h,LoadMultiplier,Irradiance,MinVoltage,MaxVoltage,MeanAbsVoltageDeviation,ActiveLoss_kW,VoltageViolationCount,PVCurtailment_kW,ReactivePower_kVAr
120,hybrid_pso,18,0.527808874421146,3.13914904970333e-18,0.978746543837519,1,0.0117754883229356,55.3105560921605,0,0,1682.13396323991
120,hybrid_pso,19,0.529224034259796,0,0.978687527685323,1,0.0118081268372937,55.6183373275388,0,0,1686.76434712249
120,hybrid_pso,20,0.52976885719901,0,0.978664803901144,1,0.0118206939935871,55.7370744517024,0,0,1688.54718531818
120,hybrid_pso,21,0.529942086375913,0,0.978657578395343,1,0.0118246899750686,55.7748559805361,0,0,1689.11406917879
120,hybrid_pso,22,0.529987794834851,0,0.978655671835322,1,0.0118257443749418,55.7848273506388,0,0,1689.26364956949
120,hybrid_pso,23,0.529997836439101,0,0.97865525298514,1,0.011825976014902,55.7870180700725,0,0,1689.29651069748
150,none,0,0.529999959541694,0,0.951085657374924,1,0.0278886723859942,55.0616476711541,0,0,0
150,none,1,0.52999967740537,0,0.951085684563017,1,0.0278886569359285,55.0615867645848,0,0,0
150,none,2,0.529997836439101,0,0.951085861967872,1,0.0278885561228019,55.0611893443371,0,0,0
150,none,3,0.529987794834851,0,0.951086829626831,1,0.0278880062351836,55.0590216312241,0,0,0
150,none,4,0.529942086375913,0,0.951091234300045,1,0.027885503208516,55.0491549820024,0,0,0
150,none,5,0.52976885719901,0,0.951107927126702,1,0.0278760172261601,55.0117703053834,0,0,0
150,none,6,0.529224034259796,0,0.951160424442476,1,0.0278461845891152,54.8942810472785,0,0,0
150,none,7,0.527808874421146,0.226097548585906,0.977038059214621,1,0.0110077119764414,27.0397576846545,0,0,0
150,none,8,0.524795793307557,0.466516495768404,0.997113986975902,1.03262740125262,0.00620871129528827,78.5077267176363,0,0,0
150,none,9,0.519603088401661,0.683020128377198,0.997768321821938,1.06386787645231,0.0197717210209105,185.056385660632,4,0,0
150,none,10,0.512529042302071,1,0.998653747960154,1.10619499044316,0.0384589697810817,427.72480298751,8,0,0
150,none,11,0.505305990015821,1,0.998712035822917,1.10667671836323,0.0387811122386864,429.338608038362,9,0,0
150,none,12,0.50064182377663,1,0.998749665909012,1.10698759108593,0.0389889916424407,430.388454157781,9,0,0
150,none,13,0.50064182377663,1,0.998749665909012,1.10698759108593,0.0389889916424407,430.388454157781,9,0,0
150,none,14,0.505305990015821,1,0.998712035822917,1.10667671836323,0.0387811122386864,429.338608038362,9,0,0
150,none,15,0.512529042302071,0.683020128377198,0.997826010956767,1.06436730254926,0.0201017945272084,185.904267680463,4,0,0
150,none,16,0.519603088401661,0.466516495768404,0.997156701891753,1.03301115076175,0.00635418831760659,78.6815606208713,0,0,0
150,none,17,0.524795793307557,0.226097548585906,0.977303082092122,1,0.0108508545096004,26.7944588890207,0,0,0
150,none,18,0.527808874421146,3.13914904970333e-18,0.951296761268219,1,0.0277687074631845,54.5897391499199,0,0,0
150,none,19,0.529224034259796,0,0.951160424442476,1,0.0278461845891152,54.8942810472785,0,0,0
150,none,20,0.52976885719901,0,0.951107927126702,1,0.0278760172261601,55.0117703053834,0,0,0
150,none,21,0.529942086375913,0,0.951091234300045,1,0.027885503208516,55.0491549820024,0,0,0
150,none,22,0.529987794834851,0,0.951086829626831,1,0.0278880062351836,55.0590216312241,0,0,0
150,none,23,0.529997836439101,0,0.951085861967872,1,0.0278885561228019,55.0611893443371,0,0,0
150,voltvar,0,0.529999959541694,0,0.968029051077539,1,0.0193194323234339,39.2791029999353,0,0,751.265555714734
150,voltvar,1,0.52999967740537,0,0.968029062612161,1,0.0193194255523285,39.2790590334702,0,0,751.264783464996
150,voltvar,2,0.529997836439101,0,0.968029137876648,1,0.0193193813702311,39.2787721489607,0,0,751.259744462836
150,voltvar,3,0.529987794834851,0,0.968029548408672,1,0.0193191403778756,39.2772073547982,0,0,751.232259095858
150,voltvar,4,0.529942086375913,0,0.968031417105813,1,0.0193180434067816,39.2700851060054,0,0,751.107148604768
150,voltvar,5,0.52976885719901,0,0.968038499125265,1,0.019313886086178,39.2431008898267,0,0,750.633001471357
150,voltvar,6,0.529224034259796,0,0.968060771724409,1,0.0193008115057126,39.1583173264999,0,0,749.141818720294
150,voltvar,7,0.527808874421146,0.226097548585906,0.977846495196724,1,0.0107162500933206,26.3729032805683,0,0,16.9807655185779
150,voltvar,8,0.524795793307557,0.466516495768404,0.997011377096941,1.02417380100113,0.00499407818886127,93.406871861963,0,0,-267.945827652279
150,voltvar,9,0.519603088401661,0.683020128377198,0.997407575428014,1.03356708268035,0.0101784383543494,269.986619454987,0,0,-1001.94011978947
150,voltvar,10,0.512529042302071,1,0.998001151247896,1.05784795051699,0.0209723740633961,617.990190903301,3,0,-1716.00072421767
150,voltvar,11,0.505305990015821,1,0.998055102896848,1.05804607130078,0.0211643136066817,620.539405113922,3,0,-1728.34750986328
150,voltvar,12,0.50064182377663,1,0.998089935771043,1.05817397336639,0.0212882046696012,622.190719554958,3,0,-1736.31788238903
150,voltvar,13,0.50064182377663,1,0.998089935771043,1.05817397336639,0.0212882046696012,622.190719554958,3,0,-1736.31788238903
150,voltvar,14,0.505305990015821,1,0.998055102896848,1.05804607130078,0.0211643136066817,620.539405113922,3,0,-1728.34750986328
150,voltvar,15,0.512529042302071,0.683020128377198,0.997460710285486,1.03370048096423,0.0103879630311463,271.798210271128,0,0,-1014.90805058241
150,voltvar,16,0.519603088401661,0.466516495768404,0.997063371450253,1.02428230282595,0.00497012533513938,94.0505386210565,0,0,-276.845997320966
150,voltvar,17,0.524795793307557,0.226097548585906,0.977996083346382,1,0.0106010107875048,26.2235268400629,0,0,14.5575843952752
150,voltvar,18,0.527808874421146,3.13914904970333e-18,0.968118616602674,1,0.0192668549974858,38.9386935117215,0,0,745.268924102494
150,voltvar,19,0.529224034259796,0,0.968060771724409,1,0.0193008115057126,39.1583173264999,0,0,749.141818720294
150,voltvar,20,0.52976885719901,0,0.968038499125265,1,0.019313886086178,39.2431008898267,0,0,750.633001471357
150,voltvar,21,0.529942086375913,0,0.968031417105813,1,0.0193180434067816,39.2700851060054,0,0,751.107148604768
150,voltvar,22,0.529987794834851,0,0.968029548408672,1,0.0193191403778756,39.2772073547982,0,0,751.232259095858
150,voltvar,23,0.529997836439101,0,0.968029137876648,1,0.0193193813702311,39.2787721489607,0,0,751.259744462836
150,voltwatt,0,0.529999959541694,0,0.951085657374924,1,0.0278886723859942,55.0616476711541,0,0,0
