PVPenetrationPercent,IrradianceCondition,ControlStrategy,Time_h,LoadMultiplier,Irradiance,MinVoltage,MaxVoltage,MeanAbsVoltageDeviation,ActiveLoss_kW,VoltageViolationCount,PVCurtailment_kW,ReactivePower_kVAr,OuterIterations
80,low_irradiance,voltwatt,13,0.788425387827532,0.42942429785188,0.962135042621405,1,0.0235465683044066,54.9888096821388,0,0,0,1
80,low_irradiance,voltwatt,14,0.794369066373686,0.370577345917451,0.958102878668241,1,0.0263559738331714,61.8094742528823,0,0,0,1
80,low_irradiance,voltwatt,15,0.809627940215971,0.281849498690429,0.950157057037983,1,0.0310004358301486,76.5705205004945,0,0,0,1
80,low_irradiance,voltwatt,16,0.840403231337678,0.176531422026769,0.937460661470391,1,0.0373382676872727,103.221806752665,15,0,0,1
80,low_irradiance,voltwatt,17,0.884764896719951,0.0725700504575136,0.922963122958084,1,0.0445542939394954,141.884606310448,17,0,0,1
80,low_irradiance,voltwatt,18,0.927103874702081,1.48602858526597e-22,0.911395892047719,1,0.0503779103732077,179.182674633709,18,0,0,1
80,low_irradiance,voltwatt,19,0.946052196170588,0,0.909425098377172,1,0.0514911043069735,187.163288546381,19,0,0,1
80,low_irradiance,voltwatt,20,0.924042669036405,0,0.911713575335099,1,0.0501984363327555,177.912175612085,18,0,0,1
80,low_irradiance,voltwatt,21,0.860583782023169,0,0.918255480891273,1,0.0465006452045954,152.73546855333,17,0,0,1
80,low_irradiance,voltwatt,22,0.779966851082885,0,0.926449456513576,1,0.0418638041128581,123.863739638504,17,0,0,1
80,low_irradiance,voltwatt,23,0.711974371775082,0,0.933262828253068,1,0.0380038788252637,102.123350121383,15,0,0,1
80,low_irradiance,hybrid,0,0.6,0,0.965553242002291,1,0.0223441154585114,51.6499732018463,0,0,754.2940247443,21
80,low_irradiance,hybrid,1,0.6,0,0.965553242002291,1,0.0223441154585114,51.6499732018463,0,0,754.2940247443,21
80,low_irradiance,hybrid,2,0.6,0,0.965553242002291,1,0.0223441154585114,51.6499732018463,0,0,754.2940247443,21
80,low_irradiance,hybrid,3,0.6,0,0.965553242002291,1,0.0223441154585114,51.6499732018463,0,0,754.2940247443,21
80,low_irradiance,hybrid,4,0.6,0,0.965553242002291,1,0.0223441154585114,51.6499732018463,0,0,754.2940247443,21
80,low_irradiance,hybrid,5,0.610464194115905,0,0.96512494479276,1,0.0226278796896044,53.4698604626207,0,0,779.460769990761,21
80,low_irradiance,hybrid,6,0.67568081763371,0,0.96244691173912,1,0.0244032318005059,65.7098376790764,0,0,936.895326500643,20
80,low_irradiance,hybrid,7,0.744126393163558,0.0725700504575134,0.961761953976884,1,0.0247959522140144,64.5677267480472,0,0,956.714339347907,20
80,low_irradiance,hybrid,8,0.790210924609343,0.176531422026769,0.962840733294247,1,0.0239884698019751,54.9534235468592,0,0,858.067523791462,20
80,low_irradiance,hybrid,9,0.801515493969863,0.281849498690429,0.965307966286503,1,0.0222615913795511,43.8162267027218,0,0,675.092830746365,20
80,low_irradiance,hybrid,10,0.793604441167075,0.370577345917451,0.968077381886156,1,0.0203611803660748,37.063947472845,0,0,484.40050107496,21
80,low_irradiance,hybrid,11,0.787101899349258,0.42942429785188,0.970006692906671,1,0.0190380554412368,35.003354087286,0,0,365.319832814818,18
80,low_irradiance,hybrid,12,0.786286066835735,0.45,0.97063310948767,1,0.018606605646919,34.8147449297003,0,0,329.264099019017,18
80,low_irradiance,hybrid,13,0.788425387827532,0.42942429785188,0.969948785256133,1,0.0190757921698832,35.1004439110181,0,0,367.922022445153,18
80,low_irradiance,hybrid,14,0.794369066373686,0.370577345917451,0.968045458998141,1,0.0203819289367542,37.1327438336611,0,0,486.144920996244,21
80,low_irradiance,hybrid,15,0.809627940215971,0.281849498690429,0.964970534456361,1,0.0224817255161771,44.8525047317635,0,0,694.031647917195,20
80,low_irradiance,hybrid,16,0.840403231337678,0.176531422026769,0.960753796032394,1,0.0253541092123619,63.6798789476364,0,0,979.431087468439,20
80,low_irradiance,hybrid,17,0.884764896719951,0.0725700504575136,0.955934660012661,1,0.0286072406111437,94.9819506448026,0,0,1329.78355608492,20
80,low_irradiance,hybrid,18,0.927103874702081,1.48602858526597e-22,0.951995633770017,1,0.0312653727703653,127.211414301153,0,0,1609.13387400658,21
80,low_irradiance,hybrid,19,0.946052196170588,0,0.951196200747356,1,0.0317879604259938,132.832601313139,0,0,1661.71014548904,21
80,low_irradiance,hybrid,20,0.924042669036405,0,0.952124652415367,1,0.0311810469012856,126.316841590812,0,0,1600.65011594043,21
80,low_irradiance,hybrid,21,0.860583782023169,0,0.954790562631536,1,0.0294394510906376,108.614824290191,0,0,1425.36420452307,20
80,low_irradiance,hybrid,22,0.779966851082885,0,0.958149478084291,1,0.0272437653753228,88.3974528791536,0,0,1204.28969890683,20
80,low_irradiance,hybrid,23,0.711974371775082,0,0.960950813398614,1,0.0253963139656084,73.199962347636,0,0,1024.97931925532,20
80,low_irradiance,hybrid_pso,0,0.6,0,0.979186043201074,1,0.0136787502053877,62.3025335098775,0,0,1810.08739472505,23
80,low_irradiance,hybrid_pso,1,0.6,0,0.979186043201074,1,0.0136787502053877,62.3025335098775,0,0,1810.08739472505,23
80,low_irradiance,hybrid_pso,2,0.6,0,0.979186043201074,1,0.0136787502053877,62.3025335098775,0,0,1810.08739472505,23
80,low_irradiance,hybrid_pso,3,0.6,0,0.979186043201074,1,0.0136787502053877,62.3025335098775,0,0,1810.08739472505,23
80,low_irradiance,hybrid_pso,4,0.6,0,0.979186043201074,1,0.0136787502053877,62.3025335098775,0,0,1810.08739472505,23
80,low_irradiance,hybrid_pso,5,0.610464194115905,0,0.978814327293761,1,0.0139248105305611,64.5759663413387,0,0,1842.5413827721,23
80,low_irradiance,hybrid_pso,6,0.67568081763371,0,0.976490368634759,1,0.0154646479065615,79.7392110641803,0,0,2045.53903648051,23
80,low_irradiance,hybrid_pso,7,0.744126393163558,0.0725700504575134,0.975879184401952,1,0.0158064418500745,74.824628174677,0,0,2074.73112629549,23
80,low_irradiance,hybrid_pso,8,0.790210924609343,0.176531422026769,0.976751806299403,1,0.0151337485111945,57.5007501783716,0,0,1949.6240727512,23
80,low_irradiance,hybrid_pso,9,0.801515493969863,0.281849498690429,0.978776516889076,1,0.0136979435170434,37.6800291092735,0,0,1711.65915466908,23
80,low_irradiance,hybrid_pso,10,0.793604441167075,0.370577345917451,0.981030001481221,1,0.0121304176394807,23.8307250239466,0,0,1460.33349587144,23
80,low_irradiance,hybrid_pso,11,0.787101899349258,0.42942429785188,0.982543583162831,1,0.0110796617286994,17.6921639334471,0,0,1292.11816099101,23
80,low_irradiance,hybrid_pso,12,0.786286066835735,0.45,0.983016587800596,1,0.010748987698802,16.2522977534433,0,0,1238.00534565553,23
80,low_irradiance,hybrid_pso,13,0.788425387827532,0.42942429785188,0.982495697748943,1,0.0111108737989136,17.8066662557588,0,0,1295.94360028851,23
80,low_irradiance,hybrid_pso,14,0.794369066373686,0.370577345917451,0.981002503300058,1,0.0121483980860357,23.9180403799493,0,0,1462.58224438547,23
80,low_irradiance,hybrid_pso,15,0.809627940215971,0.281849498690429,0.978486184356913,1,0.0138886841899957,38.968824185903,0,0,1736.07696781489,23
80,low_irradiance,hybrid_pso,16,0.840403231337678,0.176531422026769,0.974956032360305,1,0.0163197901173956,68.2173945576623,0,0,2104.19349459421,23
80,low_irradiance,hybrid_pso,17,0.884764896719951,0.0725700504575136,0.970825775042277,1,0.0191597395169778,112.255852625139,0,0,2515.73802365822,27
80,low_irradiance,hybrid_pso,18,0.927103874702081,1.48602858526597e-22,0.966312421217637,1,0.0218181085675376,153.612165400205,0,0,2801.84536616801,33
80,low_irradiance,hybrid_pso,19,0.946052196170588,0,0.965059763585552,1,0.0224326688917516,159.718967329265,0,0,2844.18487348682,33
80,low_irradiance,hybrid_pso,20,0.924042669036405,0,0.966514478530113,1,0.0217189783954942,152.641166550414,0,0,2795.01499841718,33
80,low_irradiance,hybrid_pso,21,0.860583782023169,0,0.969831640334424,1,0.0198912902483325,132.369169665627,0,0,2628.51018717792,31
80,low_irradiance,hybrid_pso,22,0.779966851082885,0,0.972747755571849,1,0.0179498813278841,107.631200161756,0,0,2373.01288865546,25
80,low_irradiance,hybrid_pso,23,0.711974371775082,0,0.975191509964884,1,0.0163263859136176,88.930617461509,0,0,2159.07971800307,23
