Seed,BestObjective,Solver
1,10.7762377207219,custom_pso_fallback
2,8.04106556709957,custom_pso_fallback
3,11.8235149575726,custom_pso_fallback
4,10.9079897548968,custom_pso_fallback
5,7.7889541086249,custom_pso_fallback
